"Dist Code","Year","State Code","State Name","Dist Name","RICE AREA (1000 ha)","RICE PRODUCTION (1000 tons)","RICE YIELD (Kg per ha)","WHEAT AREA (1000 ha)","WHEAT PRODUCTION (1000 tons)","WHEAT YIELD (Kg per ha)","MAIZE AREA (1000 ha)","MAIZE PRODUCTION (1000 tons)","MAIZE YIELD (Kg per ha)","CHICKPEA AREA (1000 ha)","CHICKPEA PRODUCTION (1000 tons)","CHICKPEA YIELD (Kg per ha)","MINOR PULSES AREA (1000 ha)","MINOR PULSES PRODUCTION (1000 tons)","MINOR PULSES YIELD (Kg per ha)","OILSEEDS AREA (1000 ha)","OILSEEDS PRODUCTION (1000 tons)","OILSEEDS YIELD (Kg per ha)","COTTON AREA (1000 ha)","COTTON PRODUCTION (1000 tons)","COTTON YIELD (Kg per ha)","FRUITS AND VEGETABLES AREA (1000 ha)"
"66","2007","5","Karnataka","Tumkur","29.82","85.4","2863.85","0.0","0.0","0.0","21.06","59.7","2834.76","0.9","0.51","566.67","49.06","35.05","714.43","181.37","148.66","819.65","1.05","0.48","457.14","20.28"
"66","2008","5","Karnataka","Tumkur","39.82","107.01","2687.34","1.86","1.86","1000.0","20.22","39.49","1953.02","1.01","0.52","514.85","49.49","35.33","713.88","175.99","61.21","347.8","0.67","0.43","641.79","22.5"
"66","2009","5","Karnataka","Tumkur","36.34","92.96","2558.06","0.0","0.0","0.0","20.31","39.35","1937.47","1.05","0.58","552.38","51.76","28.45","549.65","114.53","45.34","395.88","0.85","0.36","423.53","24.23"
"66","2010","5","Karnataka","Tumkur","34.58","98.43","2846.44","0.0","0.0","0.0","21.76","56.42","2592.83","1.03","0.68","660.19","47.07","28.19","598.9","144.93","74.82","516.25","0.97","0.57","587.63","24.93"
"66","2011","5","Karnataka","Tumkur","28.44","79.64","2800.28","0.0","0.0","0.0","25.89","61.56","2377.75","0.75","0.37","493.33","37.98","23.07","607.42","95.39","28.26","296.26","1.45","0.77","531.03","25.1"
"66","2012","5","Karnataka","Tumkur","14.89","37.72","2533.24","0.0","0.0","0.0","25.25","58.48","2316.04","0.28","0.18","642.86","44.55","13.4","300.79","90.1","26.32","292.12","1.38","0.57","413.04","24.79"
"66","2013","5","Karnataka","Tumkur","13.04","38.49","2951.69","0.0","0.0","0.0","25.47","54.29","2131.53","0.24","0.19","791.67","32.62","13.42","411.4","76.95","33.66","437.43","0.76","0.31","407.89","27.62"
"66","2014","5","Karnataka","Tumkur","9.51","26.93","2831.76","0.0","0.0","0.0","28.2","67.44","2391.49","1.89","1.36","719.58","39.76","15.3","384.81","93.51","42.33","452.68","1.75","0.81","462.86","26.57"
"66","2015","5","Karnataka","Tumkur","10.38","29.25","2817.92","0.0","0.0","0.0","24.21","62.56","2584.06","1.54","0.21","136.36","34.33","15.47","450.52","68.36","0.0","0.0","1.53","0.5","326.8","29.36"
"67","2006","5","Karnataka","Mysore","130.67","363.55","2782.2","0.0","0.0","0.0","55.46","176.16","3176.34","5.23","2.2","420.65","151.69","59.61","392.97","65.12","39.13","600.89","56.58","8.7","153.76","18.48"
"67","2007","5","Karnataka","Mysore","142.49","421.44","2957.68","0.0","0.0","0.0","64.73","189.96","2934.65","4.65","3.05","655.91","151.47","66.68","440.22","61.79","33.33","539.41","54.69","6.38","116.66","26.46"
"67","2008","5","Karnataka","Mysore","143.09","421.28","2944.16","4.2","2.7","642.86","67.85","206.79","3047.75","4.7","2.72","578.72","143.45","57.02","397.49","55.69","35.04","629.2","44.07","6.0","136.15","29.96"
"67","2009","5","Karnataka","Mysore","140.76","427.64","3038.08","0.0","0.0","0.0","67.29","175.43","2607.07","5.27","3.37","639.47","156.7","82.62","527.25","60.66","28.91","476.59","42.01","9.33","222.09","31.38"
"67","2010","5","Karnataka","Mysore","143.53","441.19","3073.85","0.0","0.0","0.0","63.12","209.75","3323.04","3.88","2.51","646.91","151.06","80.37","532.04","52.57","33.38","634.96","41.8","10.86","259.81","34.53"
"67","2011","5","Karnataka","Mysore","136.45","431.65","3163.43","0.0","0.0","0.0","71.91","176.84","2459.19","4.02","2.46","611.94","132.02","75.18","569.46","51.71","28.77","556.37","50.92","17.66","346.82","36.62"
"67","2012","5","Karnataka","Mysore","102.1","325.11","3184.23","0.0","0.0","0.0","75.07","200.0","2664.18","10.15","2.92","287.68","158.09","46.34","293.12","34.79","10.57","303.82","51.86","10.22","197.07","35.02"
"67","2013","5","Karnataka","Mysore","117.83","407.47","3458.12","0.0","0.0","0.0","73.68","246.78","3349.35","4.22","2.33","552.13","131.47","66.38","504.91","43.33","24.55","566.58","56.35","30.04","533.1","31.01"
"67","2014","5","Karnataka","Mysore","117.04","395.0","3374.91","0.0","0.0","0.0","71.43","272.26","3811.56","5.02","3.21","639.44","122.72","50.47","411.26","35.07","18.23","519.82","63.23","18.63","294.64","36.68"
"67","2015","5","Karnataka","Mysore","107.4","366.09","3408.66","0.0","0.0","0.0","75.77","271.13","3578.33","4.25","2.69","632.94","156.01","72.97","467.72","37.11","0.0","0.0","62.74","14.29","227.77","35.57"
"68","2006","5","Karnataka","Mandya","69.54","209.67","3015.1","0.0","0.0","0.0","3.25","6.66","2049.23","0.05","0.03","600.0","77.56","13.21","170.32","8.4","5.58","664.29","0.0","0.0","0.0","10.48"
"68","2007","5","Karnataka","Mandya","86.72","278.04","3206.18","0.0","0.0","0.0","2.17","7.17","3304.15","0.18","0.14","777.78","34.13","20.33","595.66","10.35","7.45","719.81","0.0","0.0","0.0","10.02"
"68","2008","5","Karnataka","Mandya","89.36","285.55","3195.5","0.07","0.06","857.14","5.94","9.92","1670.03","0.0","0.0","0.0","35.15","15.41","438.41","9.22","6.86","744.03","0.0","0.0","0.0","10.04"
"68","2009","5","Karnataka","Mandya","79.96","263.41","3294.27","0.0","0.0","0.0","4.07","5.26","1292.38","0.07","0.05","714.29","36.46","15.71","430.88","8.06","5.98","741.94","0.0","0.0","0.0","10.53"
"68","2010","5","Karnataka","Mandya","81.04","277.06","3418.81","0.0","0.0","0.0","4.75","7.96","1675.79","0.01","0.01","1000.0","37.59","22.31","593.51","10.46","7.7","736.14","0.0","0.0","0.0","11.28"
"68","2011","5","Karnataka","Mandya","74.16","251.64","3393.2","0.0","0.0","0.0","5.26","15.56","2958.17","0.0","0.0","0.0","35.05","18.34","523.25","9.94","6.04","607.65","0.0","0.0","0.0","11.53"
"68","2012","5","Karnataka","Mandya","49.95","155.66","3116.32","0.0","0.0","0.0","4.31","7.72","1791.18","0.04","0.03","750.0","37.36","12.28","328.69","8.53","2.47","289.57","0.0","0.0","0.0","15.52"
"68","2013","5","Karnataka","Mandya","65.62","229.15","3492.08","0.0","0.0","0.0","3.17","10.9","3438.49","0.21","0.16","761.9","31.74","14.42","454.32","8.03","4.25","529.27","0.0","0.0","0.0","14.29"
"68","2014","5","Karnataka","Mandya","66.52","245.46","3690.02","0.0","0.0","0.0","4.49","17.93","3993.32","0.21","0.15","714.29","37.26","17.06","457.86","6.15","2.6","422.76","0.01","0.0","0.0","16.61"
"68","2015","5","Karnataka","Mandya","58.49","214.38","3665.24","0.0","0.0","0.0","4.89","17.16","3509.2","0.17","0.07","411.76","35.5","16.95","477.33","5.22","0.0","0.0","0.0","0.0","0.0","16.37"
"69","2006","5","Karnataka","Hassan","51.74","126.5","2444.92","0.0","0.0","0.0","41.18","129.91","3154.69","3.02","1.61","533.11","35.77","14.81","414.03","28.01","12.13","433.06","3.11","0.43","138.26","54.31"
"69","2007","5","Karnataka","Hassan","52.43","128.65","2453.75","0.0","0.0","0.0","47.43","148.88","3138.94","1.73","0.97","560.69","30.93","11.8","381.51","25.74","14.28","554.78","1.11","0.16","144.14","56.49"
"69","2008","5","Karnataka","Hassan","53.15","131.49","2473.94","5.83","10.01","1716.98","41.75","138.3","3312.57","1.92","1.57","817.71","26.08","9.03","346.24","24.37","13.16","540.01","0.82","0.22","268.29","71.78"
"69","2009","5","Karnataka","Hassan","47.66","127.89","2683.38","0.0","0.0","0.0","62.83","222.25","3537.32","2.12","1.0","471.7","29.92","12.69","424.13","25.65","13.69","533.72","0.3","0.08","266.67","33.63"
"69","2010","5","Karnataka","Hassan","51.75","149.23","2883.67","0.0","0.0","0.0","63.55","280.45","4413.06","2.33","1.58","678.11","56.77","27.81","489.87","18.98","14.64","771.34","0.11","0.04","363.64","36.85"
"69","2011","5","Karnataka","Hassan","48.87","120.86","2473.09","0.0","0.0","0.0","65.7","231.95","3530.44","2.28","1.51","662.28","48.68","20.7","425.23","12.03","7.75","644.22","0.09","0.04","444.44","35.56"
"69","2012","5","Karnataka","Hassan","49.29","107.78","2186.65","0.0","0.0","0.0","70.13","185.53","2645.52","1.29","0.65","503.88","46.77","9.15","195.64","9.0","2.11","234.44","0.06","0.03","500.0","30.57"
"69","2013","5","Karnataka","Hassan","51.8","158.59","3061.58","0.0","0.0","0.0","70.02","230.2","3287.63","1.88","1.1","585.11","31.27","11.68","373.52","8.46","4.23","500.0","0.28","0.15","535.71","34.96"
"69","2014","5","Karnataka","Hassan","48.07","146.29","3043.27","0.0","0.0","0.0","83.44","323.28","3874.4","1.85","1.9","1027.03","38.88","14.68","377.57","8.86","4.82","544.02","0.4","0.2","500.0","37.6"
"69","2015","5","Karnataka","Hassan","42.82","117.08","2734.24","0.0","0.0","0.0","79.06","250.12","3163.67","3.59","2.27","632.31","31.33","11.7","373.42","6.94","0.0","0.0","0.35","0.12","342.86","34.0"
"70","2006","5","Karnataka","Shimoge","132.68","314.72","2372.02","0.0","0.0","0.0","58.55","183.07","3126.73","0.04","0.02","500.0","2.3","0.77","334.78","4.35","6.42","1475.86","9.5","3.2","336.84","10.75"
"70","2007","5","Karnataka","Shimoge","129.98","323.86","2491.61","0.0","0.0","0.0","55.81","123.35","2210.18","0.06","0.04","666.67","3.22","1.19","369.57","4.49","8.08","1799.55","4.06","1.52","374.38","12.26"
"70","2008","5","Karnataka","Shimoge","131.07","320.8","2447.55","0.0","0.0","0.0","56.52","212.48","3759.38","0.04","0.03","750.0","2.38","1.0","420.17","3.7","5.36","1448.65","3.92","1.46","372.45","13.33"
"70","2009","5","Karnataka","Shimoge","133.26","319.81","2399.9","0.0","0.0","0.0","69.48","199.93","2877.52","0.07","0.04","571.43","2.78","0.93","334.53","2.27","3.24","1427.31","1.68","0.42","250.0","12.81"
"70","2010","5","Karnataka","Shimoge","132.39","366.59","2769.02","0.0","0.0","0.0","63.73","273.0","4283.7","0.08","0.05","625.0","2.75","1.04","378.18","1.9","3.12","1642.11","1.48","0.55","371.62","12.96"
"70","2011","5","Karnataka","Shimoge","128.98","376.58","2919.68","0.0","0.0","0.0","63.02","265.68","4215.8","0.07","0.03","428.57","1.82","0.89","489.01","2.01","3.24","1611.94","1.55","0.72","464.52","13.33"
"70","2012","5","Karnataka","Shimoge","123.31","328.9","2667.26","0.0","0.0","0.0","69.53","287.24","4131.17","0.06","0.04","666.67","1.0","0.41","410.0","2.18","3.01","1380.73","0.99","0.41","414.14","13.48"
"70","2013","5","Karnataka","Shimoge","124.62","380.81","3055.77","0.0","0.0","0.0","65.44","191.34","2923.9","0.05","0.04","800.0","1.41","0.37","262.41","1.71","2.41","1409.36","0.74","0.34","459.46","12.01"
"70","2014","5","Karnataka","Shimoge","121.87","370.01","3036.1","0.0","0.0","0.0","58.98","211.2","3580.87","0.01","0.01","1000.0","1.42","0.5","352.11","1.43","2.15","1503.5","0.85","0.38","447.06","11.69"
"70","2015","5","Karnataka","Shimoge","110.03","286.76","2606.2","0.0","0.0","0.0","51.3","203.0","3957.12","0.01","0.0","0.0","2.69","0.94","349.94","1.3","0.0","0.0","0.54","0.47","870.37","11.51"
"71","2006","5","Karnataka","Chickmagalur","45.68","112.24","2457.09","0.01","0.01","1000.0","2.33","8.77","3763.95","5.67","0.93","164.02","18.87","9.19","487.02","27.87","14.09","505.56","2.02","0.38","188.12","16.66"
"71","2007","5","Karnataka","Chickmagalur","42.01","110.99","2641.99","0.01","0.02","2000.0","4.21","12.3","2921.62","6.7","2.75","410.45","17.22","10.04","583.04","29.62","20.54","693.45","1.87","0.57","304.81","15.78"
"71","2008","5","Karnataka","Chickmagalur","43.79","108.26","2472.25","11.29","23.77","2105.4","4.64","11.38","2452.59","7.66","3.62","472.58","17.11","10.13","592.05","25.48","14.68","576.14","1.2","0.23","191.67","16.04"
"71","2009","5","Karnataka","Chickmagalur","43.64","108.17","2478.69","0.01","0.01","1000.0","10.7","29.45","2752.34","7.84","3.96","505.1","15.88","9.64","607.05","27.01","16.42","607.92","1.03","0.24","233.01","15.32"
"71","2010","5","Karnataka","Chickmagalur","44.06","115.48","2620.97","0.0","0.0","0.0","15.59","51.27","3288.65","7.78","5.79","744.22","17.04","10.93","641.43","18.34","14.42","786.26","0.88","0.33","375.0","15.58"
"71","2011","5","Karnataka","Chickmagalur","45.38","116.76","2572.94","0.0","0.0","0.0","25.06","63.0","2513.97","6.94","4.15","597.98","15.79","6.75","427.49","15.4","9.24","600.0","1.03","0.2","194.17","16.34"
"71","2012","5","Karnataka","Chickmagalur","37.99","87.47","2302.45","0.0","0.0","0.0","17.39","36.13","2077.63","8.31","5.19","624.55","15.34","7.15","466.1","14.44","5.96","412.74","1.16","0.17","146.55","21.29"
"71","2013","5","Karnataka","Chickmagalur","41.05","112.1","2730.82","0.0","0.0","0.0","28.08","72.76","2591.17","8.28","6.46","780.19","16.8","8.45","502.98","15.7","10.13","645.22","1.3","0.25","192.31","21.4"
"71","2014","5","Karnataka","Chickmagalur","40.34","105.3","2610.31","0.0","0.0","0.0","23.59","60.8","2577.36","9.3","8.54","918.28","18.64","8.49","455.47","14.77","8.61","582.94","1.84","0.54","293.48","24.72"
"71","2015","5","Karnataka","Chickmagalur","33.04","88.32","2673.12","0.0","0.0","0.0","25.83","61.67","2387.53","13.25","15.99","1206.79","20.61","11.46","556.18","17.55","0.0","0.0","1.36","0.34","250.0","25.34"
"72","2006","5","Karnataka","Chitradurga","133.17","448.38","3366.97","1.4","1.43","1021.43","241.66","525.85","2175.99","19.15","3.62","189.03","28.47","18.31","643.13","208.3","92.15","442.39","13.52","3.78","279.59","34.29"
"72","2007","5","Karnataka","Chitradurga","84.8","287.75","3393.28","0.7","0.83","1185.71","237.3","722.08","3042.9","16.05","6.14","382.55","24.46","18.65","762.47","251.97","181.44","720.09","16.82","7.26","431.63","35.91"
"72","2008","5","Karnataka","Chitradurga","138.88","465.22","3349.8","4.36","2.1","481.65","240.11","520.9","2169.42","13.14","4.72","359.21","19.57","12.73","650.49","237.63","82.17","345.79","12.42","4.4","354.27","38.4"
"72","2009","5","Karnataka","Chitradurga","148.53","491.44","3308.69","1.38","1.64","1188.41","258.61","660.17","2552.76","23.93","9.84","411.2","21.03","11.22","533.52","196.5","115.26","586.56","27.35","7.31","267.28","48.05"
"72","2010","5","Karnataka","Chitradurga","156.47","532.01","3400.08","2.3","3.41","1482.61","283.54","1027.52","3623.9","22.9","14.28","623.58","24.28","15.83","651.98","201.21","123.4","613.29","40.0","12.18","304.5","42.38"
"72","2011","5","Karnataka","Chitradurga","151.32","516.96","3416.34","1.53","1.69","1104.58","280.88","808.66","2879.02","31.24","10.29","329.39","21.04","10.72","509.51","133.49","75.81","567.91","43.76","16.93","386.88","41.05"
"72","2012","5","Karnataka","Chitradurga","120.43","395.38","3283.07","0.52","0.68","1307.69","286.04","741.91","2593.73","24.53","11.55","470.85","23.68","14.93","630.49","162.62","84.58","520.11","34.85","9.96","285.8","38.12"
"72","2013","5","Karnataka","Chitradurga","129.79","456.33","3515.91","0.32","0.39","1218.75","287.5","894.67","3111.9","24.84","12.04","484.7","18.72","12.27","655.45","152.43","100.36","658.4","41.55","11.37","273.65","49.36"
"72","2014","5","Karnataka","Chitradurga","138.71","504.16","3634.63","0.64","1.11","1734.37","273.46","845.31","3091.17","34.8","23.29","669.25","19.93","10.77","540.39","164.58","99.59","605.12","49.25","14.13","286.9","60.88"
"72","2015","5","Karnataka","Chitradurga","99.56","371.56","3732.02","0.52","0.63","1211.54","265.59","799.82","3011.48","41.61","26.19","629.42","15.87","11.71","737.9","141.27","0.0","0.0","32.45","10.77","331.9","64.57"
"73","2006","5","Karnataka","Bellary","105.92","348.07","3286.16","0.89","0.8","898.88","81.24","185.78","2286.8","37.54","17.8","474.16","12.68","4.84","381.7","186.62","67.03","359.18","19.17","4.92","256.65","12.45"
"73","2007","5","Karnataka","Bellary","117.85","416.63","3535.26","1.16","1.23","1060.34","96.19","273.64","2844.79","33.88","18.83","555.79","11.58","5.3","457.69","177.21","100.5","567.12","26.6","8.25","310.15","10.94"
"73","2008","5","Karnataka","Bellary","122.72","441.87","3600.64","0.14","0.1","714.29","87.46","234.78","2684.43","38.58","25.56","662.52","9.82","4.29","436.86","169.19","62.3","368.23","19.63","6.18","314.82","11.31"
"73","2009","5","Karnataka","Bellary","120.41","380.92","3163.52","1.17","1.05","897.44","100.52","198.14","1971.15","45.71","25.4","555.68","11.3","3.9","345.13","143.36","49.86","347.8","25.27","7.99","316.19","11.62"
"73","2010","5","Karnataka","Bellary","130.68","462.98","3542.85","1.02","1.77","1735.29","93.49","306.3","3276.29","69.43","41.09","591.82","8.39","5.79","690.11","116.6","50.8","435.68","44.89","20.91","465.81","11.41"
"73","2011","5","Karnataka","Bellary","116.17","410.63","3534.73","0.65","0.65","1000.0","103.65","275.71","2660.01","60.23","31.07","515.86","5.59","5.88","1051.88","90.0","46.19","513.22","42.37","15.8","372.91","11.98"
"73","2012","5","Karnataka","Bellary","109.15","387.78","3552.73","0.58","0.4","689.66","109.12","254.47","2332.02","60.89","45.66","749.88","5.86","1.9","324.23","100.64","51.27","509.44","65.5","31.73","484.43","10.17"
"73","2013","5","Karnataka","Bellary","110.55","418.62","3786.7","0.33","0.35","1060.61","84.63","234.13","2766.51","53.82","46.22","858.79","4.25","1.79","421.18","76.77","83.92","1093.14","74.3","34.37","462.58","11.7"
"73","2014","5","Karnataka","Bellary","118.64","408.13","3440.07","0.26","0.34","1307.69","99.85","261.28","2616.73","67.27","34.34","510.48","4.18","1.93","461.72","82.42","59.16","717.79","82.34","44.72","543.11","16.23"
"73","2015","5","Karnataka","Bellary","93.67","341.44","3645.14","0.11","0.21","1909.09","99.74","263.33","2640.16","75.36","48.68","645.97","7.8","3.16","405.08","72.05","0.0","0.0","68.05","26.51","389.57","24.18"
"74","2006","5","Karnataka","Dharwad","66.51","117.95","1773.42","76.36","44.65","584.73","194.68","585.45","3007.24","95.1","43.11","453.31","170.54","32.39","189.93","283.87","123.07","433.54","188.3","39.62","210.41","108.2"
"74","2007","5","Karnataka","Dharwad","69.81","154.93","2219.31","79.52","58.66","737.68","224.32","574.57","2561.39","92.29","47.83","518.26","175.96","39.51","224.54","254.56","151.83","596.44","201.03","54.53","271.25","114.63"
"74","2008","5","Karnataka","Dharwad","86.41","102.5","1186.21","56.2","39.58","704.27","194.35","490.84","2525.55","95.27","54.98","577.1","88.83","12.85","144.66","274.53","140.01","510.0","204.98","64.12","312.81","89.59"
"74","2009","5","Karnataka","Dharwad","78.97","95.47","1208.94","71.91","47.59","661.8","226.12","471.76","2086.33","132.85","56.55","425.67","130.96","31.63","241.52","266.81","138.44","518.87","254.71","60.45","237.33","120.95"
"74","2010","5","Karnataka","Dharwad","81.43","133.81","1643.25","69.42","68.17","981.99","233.78","801.09","3426.68","128.57","76.59","595.71","119.81","31.19","260.33","226.67","194.87","859.71","266.44","99.81","374.61","105.48"
"74","2011","5","Karnataka","Dharwad","77.22","137.78","1784.25","75.81","52.29","689.75","248.11","747.02","3010.84","129.39","45.14","348.87","94.42","19.86","210.34","202.93","142.64","702.9","234.82","86.41","367.98","90.23"
"74","2012","5","Karnataka","Dharwad","79.78","74.7","936.32","75.78","41.97","553.84","240.36","501.64","2087.04","171.45","62.18","362.67","37.18","6.02","161.92","195.64","91.89","469.69","139.66","45.18","323.5","41.82"
